time (unix)	dt (s)	p (Pa)
1616543447.353	1.612	3002.630
1616543477.349	1.608	3003.648
1616543507.348	1.611	3004.400
1616543537.346	1.608	3005.387
1616543567.351	1.611	3005.810
1616543597.347	1.608	3005.805
1616543627.349	1.611	3006.500
1616543657.352	1.612	3005.497
1616543687.351	1.611	3006.578
1616543717.351	1.612	3006.900
1616543747.350	1.608	3007.237
1616543777.351	1.611	3007.788
1616543807.347	1.608	3007.885
1616543837.350	1.612	3008.958
1616543867.349	1.608	3009.945
1616543897.353	1.610	3010.707
1616543927.344	1.608	3010.830
1616543957.349	1.611	3010.673
1616543987.349	1.609	3010.535
1616544017.349	1.611	3011.583
1616544047.354	1.613	3011.687
1616544077.351	1.609	3011.628
1616544107.351	1.609	3012.035
1616544137.351	1.609	3012.328
1616544167.350	1.612	3012.767
1616544197.349	1.608	3013.462
1616544227.350	1.609	3012.435
1616544257.347	1.608	3012.527
1616544287.349	1.612	3012.468
1616544317.352	1.611	3013.275
1616544347.353	1.611	3012.980
1616544377.349	1.608	3012.978
1616544407.352	1.612	3013.820
1616544437.347	1.607	3013.758
1616544467.349	1.611	3014.260
1616544497.346	1.608	3015.010
1616544527.348	1.611	3015.675
1616544557.349	1.611	3016.070
1616544587.353	1.612	3015.462
1616544617.349	1.609	3015.057
1616544647.347	1.606	3014.877
1616544677.349	1.612	3014.092
1616544707.353	1.612	3013.063
1616544737.348	1.608	3013.365
1616544767.352	1.612	3013.492
1616544797.350	1.609	3014.100
1616544827.351	1.609	3013.838
1616544857.349	1.608	3014.422
1616544887.349	1.612	3014.863
1616544917.354	1.609	3016.038
1616544947.349	1.609	3015.657
1616544977.350	1.609	3015.745
1616545007.353	1.614	3016.410
1616545037.349	1.609	3017.057
1616545067.349	1.612	3017.467
1616545097.348	1.611	3016.702
1616545127.353	1.612	3017.390
1616545157.353	1.609	3017.863
1616545187.347	1.609	3017.237
1616545217.349	1.609	3017.952
1616545247.349	1.610	3018.100
1616545277.351	1.611	3017.635
1616545307.351	1.609	3017.698
1616545337.350	1.609	3018.003
1616545367.351	1.611	3018.713
1616545397.349	1.610	3018.193
1616545427.350	1.609	3017.407
1616545457.351	1.612	3016.847
1616545487.351	1.609	3015.597
1616545517.349	1.609	3015.397
1616545547.353	1.611	3015.033
1616545577.352	1.611	3013.465
1616545607.351	1.611	3011.408
1616545637.348	1.609	3009.995
1616545667.346	1.608	3008.325
1616545697.349	1.609	3007.132
1616545727.353	1.609	3005.350
1616545757.350	1.609	3004.265
1616545787.349	1.609	3003.113
1616545817.354	1.609	3000.575
1616545847.349	1.609	2997.615
1616545877.349	1.612	2994.483
1616545907.347	1.608	2991.437
1616545937.349	1.612	2988.957
1616545967.350	1.608	2985.173
1616545997.349	1.609	2982.795
1616546027.351	1.611	2979.422
1616546057.351	1.609	2975.370
1616546087.352	1.612	2971.450
1616546117.349	1.611	2967.888
1616546147.348	1.608	2963.688
1616546177.349	1.612	2960.397
1616546207.347	1.611	2956.207
1616546237.352	1.613	2951.572
1616546267.346	1.608	2947.398
1616546297.349	1.608	2942.082
1616546327.352	1.609	2936.837
1616546357.350	1.611	2933.067
1616546387.350	1.611	2928.932
1616546417.350	1.609	2924.005
1616546447.349	1.608	2919.625
1616546477.352	1.612	2914.623
1616546507.345	1.608	2909.320
1616546537.351	1.612	2903.640
1616546567.349	1.611	2898.093
1616546597.349	1.609	2893.068
1616546627.349	1.608	2888.287
1616546657.349	1.611	2882.537
1616546687.355	1.611	2877.865
1616546717.349	1.609	2872.648
1616546747.351	1.611	2867.265
1616546777.347	1.608	2861.342
1616546807.353	1.611	2855.578
1616546837.349	1.609	2849.617
1616546867.346	1.609	2844.193
1616546897.350	1.611	2838.783
1616546927.350	1.609	2832.807
1616546957.346	1.609	2825.700
1616546987.350	1.612	2819.938
1616547017.347	1.608	2815.145
1616547047.351	1.612	2809.685
1616547077.350	1.608	2803.928
1616547107.350	1.612	2797.325
1616547137.350	1.609	2792.140
1616547167.349	1.609	2785.908
1616547197.350	1.609	2779.305
1616547227.350	1.612	2773.953
1616547257.353	1.611	2767.745
1616547287.347	1.608	2761.485
1616547317.348	1.611	2755.710
1616547347.349	1.611	2749.623
1616547377.349	1.611	2743.770
1616547407.352	1.609	2736.735
1616547437.347	1.609	2730.715
1616547467.346	1.608	2724.555
1616547497.353	1.612	2718.890
1616547527.349	1.611	2712.588
1616547557.354	1.611	2706.960
1616547587.350	1.611	2700.945
1616547617.347	1.609	2694.630
1616547647.349	1.608	2688.648
1616547677.352	1.612	2681.568
1616547707.349	1.609	2675.275
1616547737.351	1.611	2668.907
1616547767.352	1.611	2662.470
1616547797.349	1.609	2656.213
1616547827.351	1.608	2649.728
1616547857.349	1.609	2643.145
1616547887.349	1.612	2637.175
1616547917.351	1.611	2631.035
1616547947.351	1.611	2624.622
1616547977.352	1.613	2618.413
1616548007.346	1.609	2611.502
1616548037.350	1.609	2605.012
1616548067.353	1.609	2598.817
1616548097.350	1.611	2593.247
1616548127.350	1.610	2586.593
1616548157.349	1.609	2580.167
1616548187.353	1.611	2573.545
1616548217.350	1.610	2567.123
1616548247.351	1.611	2560.853
1616548277.350	1.611	2554.532
1616548307.351	1.609	2548.103
1616548337.352	1.610	2542.167
1616548367.349	1.609	2535.697
1616548397.350	1.609	2528.692
1616548427.351	1.612	2522.622
1616548457.351	1.611	2516.100
1616548487.347	1.609	2510.058
1616548517.350	1.611	2503.730
1616548547.352	1.612	2497.037
1616548577.350	1.609	2490.763
1616548607.352	1.612	2484.423
1616548637.352	1.614	2477.900
1616548667.347	1.608	2471.282
1616548697.348	1.611	2464.540
1616548727.349	1.609	2457.985
1616548757.349	1.609	2451.252
1616548787.350	1.609	2444.975
1616548817.351	1.612	2438.215
1616548847.350	1.612	2431.877
1616548877.353	1.612	2425.943
1616548907.351	1.609	2419.107
1616548937.350	1.609	2412.833
1616548967.353	1.613	2406.835
1616548997.351	1.609	2400.025
1616549027.355	1.612	2393.513
1616549057.349	1.609	2387.572
1616549087.352	1.612	2381.038
1616549117.349	1.609	2374.717
1616549147.350	1.609	2368.302
1616549177.349	1.612	2362.370
1616549207.347	1.610	2355.590
1616549237.348	1.610	2349.037
1616549267.347	1.608	2342.880
1616549297.351	1.611	2336.795
1616549327.349	1.609	2330.585
1616549357.353	1.609	2323.730
1616549387.351	1.611	2317.112
1616549417.350	1.609	2310.882
1616549447.350	1.610	2304.365
1616549477.347	1.609	2297.733
1616549507.347	1.608	2291.592
1616549537.347	1.609	2284.838
1616549567.351	1.612	2278.237
1616549597.349	1.608	2271.815
1616549627.351	1.611	2265.000
1616549657.352	1.611	2258.570
1616549687.347	1.608	2252.450
1616549717.349	1.611	2245.562
1616549747.348	1.608	2238.793
1616549777.348	1.611	2233.178
1616549807.352	1.611	2226.922
1616549837.350	1.612	2220.463
1616549867.354	1.611	2214.222
1616549897.349	1.608	2207.835
1616549927.350	1.608	2200.982
1616549957.350	1.609	2194.242
1616549987.353	1.612	2187.517
1616550017.351	1.611	2181.318
1616550047.351	1.609	2175.463
1616550077.351	1.612	2168.808
1616550107.349	1.609	2161.922
1616550137.355	1.612	2155.778
1616550167.348	1.609	2149.492
1616550197.349	1.611	2143.610
1616550227.347	1.609	2136.623
1616550257.353	1.612	2129.892
1616550287.355	1.612	2123.978
1616550317.346	1.606	2117.197
1616550347.351	1.611	2110.800
1616550377.351	1.610	2104.547
1616550407.346	1.609	2098.172
1616550437.349	1.611	2091.207
1616550467.345	1.607	2084.665
1616550497.353	1.612	2078.717
1616550527.354	1.611	2072.122
1616550557.346	1.610	2065.278
1616550587.351	1.612	2059.140
1616550617.352	1.611	2052.928
1616550647.349	1.609	2046.232
1616550677.355	1.612	2039.837
1616550707.350	1.609	2033.147
1616550737.345	1.607	2026.750
1616550767.351	1.611	2020.638
1616550797.353	1.611	2013.988
1616550827.347	1.610	2007.815
1616550857.347	1.608	2000.907
1616550887.350	1.611	1994.020
1616550917.351	1.610	1987.757
1616550947.352	1.611	1981.493
1616550977.348	1.608	1974.965
1616551007.349	1.609	1968.662
1616551037.352	1.611	1961.872
1616551067.346	1.609	1955.268
1616551097.352	1.614	1948.590
1616551127.349	1.607	1942.490
1616551157.351	1.613	1935.978
1616551187.348	1.608	1928.718
1616551217.352	1.614	1921.992
1616551247.347	1.608	1916.208
1616551277.353	1.612	1909.913
1616551307.347	1.609	1903.865
1616551337.352	1.611	1897.255
1616551367.352	1.613	1890.580
1616551397.350	1.608	1883.423
1616551427.352	1.611	1876.470
1616551457.348	1.610	1870.410
1616551487.349	1.609	1864.222
1616551517.351	1.611	1857.325
1616551547.353	1.611	1850.737
1616551577.353	1.609	1844.302
1616551607.350	1.609	1837.777
1616551637.352	1.614	1831.192
1616551667.349	1.608	1824.843
1616551697.351	1.611	1817.765
1616551727.352	1.613	1811.575
1616551757.346	1.609	1804.933
1616551787.349	1.609	1798.350
1616551817.351	1.612	1791.922
1616551847.351	1.611	1785.470
1616551877.346	1.608	1779.132
1616551907.349	1.609	1772.623
1616551937.353	1.612	1765.483
1616551967.353	1.614	1759.257
1616551997.344	1.607	1753.057
1616552027.350	1.612	1746.670
1616552057.346	1.606	1740.003
1616552087.351	1.611	1733.327
1616552117.348	1.608	1726.893
1616552147.353	1.613	1720.097
1616552177.348	1.606	1714.022
1616552207.352	1.612	1707.237
1616552237.349	1.606	1700.460
1616552267.351	1.612	1694.067
1616552297.355	1.611	1687.455
1616552327.351	1.611	1681.087
1616552357.349	1.612	1674.052
1616552387.348	1.611	1667.528
1616552417.355	1.611	1661.697
1616552447.351	1.613	1654.882
1616552477.351	1.612	1647.835
1616552507.350	1.608	1641.647
1616552537.351	1.611	1635.410
1616552567.350	1.612	1628.753
1616552597.347	1.610	1622.198
1616552627.350	1.608	1615.797
1616552657.352	1.611	1609.442
1616552687.351	1.609	1602.947
1616552717.351	1.609	1596.308
1616552747.351	1.611	1589.695
1616552777.349	1.611	1583.197
1616552807.350	1.609	1576.688
1616552837.350	1.611	1570.083
1616552867.352	1.611	1563.152
1616552897.347	1.608	1556.647
1616552927.351	1.612	1550.403
1616552957.347	1.609	1544.057
1616552987.353	1.612	1537.930
1616553017.350	1.609	1530.993
1616553047.349	1.611	1524.122
1616553077.352	1.611	1517.695
1616553107.350	1.611	1511.300
1616553137.350	1.611	1504.968
1616553167.349	1.609	1498.442
1616553197.347	1.609	1491.740
1616553227.352	1.612	1485.025
1616553257.349	1.611	1478.340
1616553287.352	1.611	1472.022
1616553317.351	1.610	1466.032
1616553347.348	1.608	1459.235
1616553377.349	1.609	1452.885
1616553407.350	1.611	1446.557
1616553437.351	1.611	1439.960
1616553467.351	1.611	1433.125
1616553497.350	1.609	1426.713
1616553527.351	1.611	1419.957
1616553557.348	1.608	1413.545
1616553587.349	1.609	1406.785
1616553617.350	1.609	1400.510
1616553647.349	1.609	1393.907
1616553677.353	1.613	1387.315
1616553707.349	1.608	1380.987
1616553737.352	1.611	1374.372
1616553767.354	1.612	1367.572
1616553797.352	1.611	1361.328
1616553827.351	1.609	1354.930
1616553857.347	1.611	1348.453
1616553887.347	1.606	1341.978
1616553917.351	1.610	1335.035
1616553947.349	1.611	1328.938
1616553977.349	1.608	1322.713
1616554007.351	1.611	1315.977
1616554037.349	1.610	1309.677
1616554067.349	1.609	1303.087
1616554097.346	1.609	1296.285
1616554127.351	1.611	1289.627
1616554157.346	1.609	1283.132
1616554187.347	1.608	1276.597
1616554217.351	1.612	1269.857
1616554247.348	1.609	1263.508
1616554277.350	1.609	1256.948
1616554307.348	1.609	1250.150
1616554337.350	1.612	1243.623
1616554367.355	1.612	1237.530
1616554397.352	1.608	1230.972
1616554427.349	1.609	1224.373
1616554457.345	1.608	1217.890
1616554487.349	1.610	1211.197
1616554517.347	1.607	1204.652
1616554547.351	1.612	1197.805
1616554577.352	1.611	1191.438
1616554607.348	1.609	1184.928
1616554637.349	1.611	1178.242
1616554667.351	1.609	1171.990
1616554697.351	1.612	1165.157
1616554727.351	1.608	1158.545
1616554757.349	1.609	1152.373
1616554787.346	1.608	1146.117
1616554817.350	1.612	1139.380
1616554847.349	1.609	1132.555
1616554877.349	1.609	1126.040
1616554907.353	1.611	1119.847
1616554937.354	1.611	1113.330
1616554967.350	1.608	1106.760
1616554997.352	1.610	1100.220
1616555027.350	1.612	1093.902
1616555057.353	1.611	1087.223
1616555087.351	1.611	1080.153
1616555117.351	1.611	1073.225
1616555147.349	1.608	1066.978
1616555177.349	1.612	1060.357
1616555207.345	1.608	1053.527
1616555237.354	1.612	1046.967
1616555267.348	1.607	1040.562
1616555297.352	1.611	1034.290
1616555327.352	1.611	1028.042
1616555357.349	1.608	1021.350
1616555387.347	1.608	1014.808
1616555417.352	1.612	1008.455
1616555447.355	1.611	1001.557
1616555477.357	1.615	994.703
1616555507.353	1.611	988.138
1616555537.349	1.611	982.000
1616555567.351	1.610	976.090
1616555597.347	1.608	970.888
1616555627.351	1.609	966.103
1616555657.349	1.611	960.160
1616555687.348	1.608	954.622
1616555717.354	1.609	949.592
1616555747.347	1.608	944.910
1616555777.350	1.609	940.163
1616555807.349	1.609	936.295
1616555837.349	1.609	932.348
1616555867.349	1.608	927.828
1616555897.350	1.609	923.962
1616555927.349	1.609	920.273
1616555957.355	1.613	916.788
1616555987.349	1.609	913.710
1616556017.347	1.608	910.032
1616556047.349	1.611	906.743
1616556077.348	1.608	903.295
1616556107.349	1.610	900.575
1616556137.351	1.609	897.233
1616556167.349	1.608	894.815
1616556197.349	1.608	892.677
1616556227.349	1.608	890.407
1616556257.348	1.611	887.872
1616556287.350	1.609	885.727
1616556317.349	1.608	883.857
1616556347.351	1.611	881.893
1616556377.354	1.612	879.978
1616556407.347	1.608	877.765
1616556437.354	1.611	876.067
1616556467.348	1.608	874.327
1616556497.351	1.611	873.125
1616556527.350	1.612	871.622
1616556557.349	1.608	870.173
1616556587.353	1.613	869.130
1616556617.355	1.611	867.740
1616556647.353	1.608	865.980
1616556677.349	1.611	864.833
1616556707.347	1.608	863.757
1616556737.353	1.612	862.723
1616556767.353	1.611	861.520
1616556797.345	1.607	860.503
1616556827.349	1.608	859.705
1616556857.354	1.612	858.863
1616556887.354	1.611	857.942
1616556917.349	1.611	857.018
1616556947.350	1.611	855.917
1616556977.347	1.609	855.098
1616557007.349	1.609	854.555
1616557037.349	1.609	853.957
1616557067.351	1.609	853.440
1616557097.347	1.609	852.880
1616557127.350	1.611	852.415
1616557157.349	1.611	851.980
1616557187.351	1.611	851.513
1616557217.351	1.612	850.718
1616557247.348	1.608	850.345
1616557277.353	1.609	849.593
1616557307.353	1.609	849.237
1616557337.354	1.615	848.887
1616557367.349	1.611	848.580
1616557397.348	1.611	848.057
1616557427.354	1.611	847.690
1616557457.349	1.608	847.467
1616557487.350	1.612	847.198
1616557517.351	1.612	846.785
1616557547.350	1.609	846.345
1616557577.349	1.611	846.060
1616557607.353	1.612	845.770
1616557637.349	1.609	845.578
1616557667.347	1.609	845.407
1616557697.348	1.610	845.247
1616557727.348	1.609	845.057
1616557757.351	1.611	844.838
1616557787.351	1.612	844.643
1616557817.345	1.607	844.465
1616557847.350	1.612	844.123
1616557877.349	1.608	843.685
1616557907.352	1.611	843.672
1616557937.350	1.611	843.565
1616557967.348	1.611	843.552
1616557997.350	1.609	843.333
1616558027.349	1.612	843.088
1616558057.349	1.608	843.037
1616558087.350	1.609	842.857
1616558117.355	1.613	842.702
1616558147.353	1.608	842.470
1616558177.351	1.609	842.473
1616558207.347	1.609	842.432
1616558237.350	1.609	842.335
1616558267.349	1.609	842.140
1616558297.350	1.609	842.073
1616558327.347	1.611	842.027
1616558357.351	1.612	841.923
1616558387.352	1.611	841.970
1616558417.349	1.609	841.792
1616558447.349	1.609	841.725
1616558477.356	1.612	841.663
1616558507.349	1.609	841.653
1616558537.347	1.611	841.588
1616558567.353	1.612	841.513
1616558597.348	1.609	841.438
1616558627.347	1.609	841.458
1616558657.354	1.611	841.443
1616558687.349	1.608	841.410
1616558717.351	1.612	841.297
1616558747.352	1.613	841.293
1616558777.347	1.609	841.292
1616558807.349	1.608	841.253
1616558837.351	1.611	841.202
1616558867.352	1.613	841.163
1616558897.347	1.608	841.238
1616558927.353	1.614	841.253
1616558957.350	1.610	841.242
1616558987.349	1.609	840.967
1616559017.349	1.609	841.007
1616559047.350	1.611	841.018
1616559077.352	1.611	841.097
1616559107.349	1.611	841.283
1616559137.350	1.611	841.582
1616559167.349	1.609	842.003
1616559197.351	1.609	842.702
1616559227.349	1.609	843.667
1616559257.348	1.609	844.702
1616559287.350	1.611	845.730
1616559317.353	1.612	847.317
1616559347.347	1.609	848.848
1616559377.349	1.609	850.753
1616559407.351	1.611	852.723
1616559437.348	1.609	854.570
1616559467.352	1.610	856.860
1616559497.349	1.611	859.435
1616559527.347	1.608	862.107
1616559557.349	1.607	864.790
1616559587.351	1.612	867.883
1616559617.347	1.609	870.802
1616559647.351	1.609	873.802
1616559677.352	1.614	877.160
1616559707.345	1.606	880.862
1616559737.352	1.614	884.457
1616559767.349	1.611	888.112
1616559797.347	1.609	892.007
1616559827.352	1.610	895.607
1616559857.351	1.609	900.010
1616559887.353	1.612	904.258
1616559917.351	1.612	909.103
1616559947.346	1.608	913.710
1616559977.351	1.609	917.853
1616560007.348	1.611	922.627
1616560037.351	1.610	927.343
1616560067.349	1.608	932.513
1616560097.348	1.610	937.180
1616560127.355	1.614	941.968
1616560157.349	1.608	947.293
1616560187.350	1.612	952.685
1616560217.345	1.607	958.052
1616560247.346	1.609	963.718
1616560277.347	1.609	968.710
1616560307.350	1.609	973.542
1616560337.352	1.611	978.170
1616560367.350	1.611	983.835
1616560397.349	1.612	989.323
1616560427.349	1.609	994.948
1616560457.354	1.614	1000.603
1616560487.348	1.610	1006.542
1616560517.349	1.609	1011.915
1616560547.350	1.611	1017.555
1616560577.350	1.609	1023.420
1616560607.351	1.610	1029.095
1616560637.351	1.612	1034.845
1616560667.350	1.609	1040.422
1616560697.352	1.612	1046.020
1616560727.349	1.609	1051.660
1616560757.348	1.609	1057.747
1616560787.346	1.607	1063.512
1616560817.353	1.613	1069.573
1616560847.348	1.609	1075.492
1616560877.351	1.612	1081.520
1616560907.350	1.609	1087.710
1616560937.349	1.609	1093.715
1616560967.347	1.610	1099.760
1616560997.348	1.608	1105.638
1616561027.350	1.611	1111.965
1616561057.354	1.609	1117.868
1616561087.347	1.611	1123.733
1616561117.348	1.611	1129.900
1616561147.351	1.611	1135.762
1616561177.350	1.611	1142.323
1616561207.348	1.609	1148.387
1616561237.348	1.611	1154.332
1616561267.350	1.611	1160.478
1616561297.352	1.609	1166.527
1616561327.349	1.611	1172.848
1616561357.350	1.610	1178.907
1616561387.349	1.608	1185.145
1616561417.351	1.612	1191.537
1616561447.346	1.608	1197.728
1616561477.351	1.612	1204.215
1616561507.347	1.608	1210.285
1616561537.349	1.611	1216.408
1616561567.352	1.610	1222.657
1616561597.351	1.609	1228.795
1616561627.349	1.611	1235.275
1616561657.351	1.611	1241.393
1616561687.348	1.609	1247.877
1616561717.352	1.612	1254.310
1616561747.350	1.609	1260.552
1616561777.347	1.609	1266.910
1616561807.352	1.611	1273.287
1616561837.348	1.610	1279.737
1616561867.351	1.609	1286.050
1616561897.349	1.611	1292.320
1616561927.351	1.612	1298.732
1616561957.345	1.607	1305.118
1616561987.352	1.609	1311.520
1616562017.345	1.608	1317.982
1616562047.351	1.611	1324.277
1616562077.349	1.611	1330.493
1616562107.349	1.610	1336.608
1616562137.349	1.609	1343.068
1616562167.350	1.610	1349.478
1616562197.351	1.610	1355.752
1616562227.347	1.609	1362.243
1616562257.351	1.611	1368.430
1616562287.352	1.612	1374.873
1616562317.351	1.609	1381.245
1616562347.350	1.611	1387.542
1616562377.347	1.609	1393.938
1616562407.349	1.609	1400.272
1616562437.353	1.609	1406.710
1616562467.349	1.610	1413.308
1616562497.351	1.611	1419.765
1616562527.351	1.611	1426.350
1616562557.351	1.609	1432.583
1616562587.351	1.611	1438.825
1616562617.347	1.611	1445.473
1616562647.347	1.608	1451.708
1616562677.347	1.607	1457.983
1616562707.351	1.611	1464.593
1616562737.349	1.611	1471.072
1616562767.348	1.611	1477.392
1616562797.347	1.609	1483.685
1616562827.349	1.611	1490.158
1616562857.350	1.611	1496.995
1616562887.351	1.611	1503.382
1616562917.348	1.610	1509.848
1616562947.347	1.608	1516.097
1616562977.350	1.611	1522.427
1616563007.351	1.612	1529.243
1616563037.351	1.611	1535.595
1616563067.354	1.611	1541.758
1616563097.352	1.609	1548.598
1616563127.349	1.609	1555.058
1616563157.349	1.612	1561.583
1616563187.347	1.607	1567.800
1616563217.351	1.611	1574.500
1616563247.351	1.609	1581.195
1616563277.348	1.611	1587.465
1616563307.351	1.612	1593.770
1616563337.347	1.609	1600.105
1616563367.352	1.612	1606.617
1616563397.351	1.611	1613.165
1616563427.350	1.611	1619.537
1616563457.351	1.611	1625.995
1616563487.351	1.611	1632.385
1616563517.349	1.609	1638.683
1616563547.349	1.609	1645.313
1616563577.353	1.611	1651.777
1616563607.352	1.611	1658.358
1616563637.348	1.608	1664.825
1616563667.348	1.609	1671.043
1616563697.351	1.610	1677.702
1616563727.352	1.612	1684.160
1616563757.347	1.608	1690.473
1616563787.352	1.612	1696.907
1616563817.349	1.609	1703.355
1616563847.346	1.609	1709.827
1616563877.346	1.609	1716.545
1616563907.349	1.608	1723.175
1616563937.351	1.610	1729.650
1616563967.347	1.609	1736.187
1616563997.348	1.611	1742.518
1616564027.351	1.609	1748.978
1616564057.349	1.609	1755.327
1616564087.351	1.612	1761.783
1616564117.355	1.612	1768.217
1616564147.348	1.611	1774.780
1616564177.347	1.608	1781.203
1616564207.353	1.614	1787.997
1616564237.353	1.610	1794.163
1616564267.351	1.609	1800.613
1616564297.349	1.608	1807.195
1616564327.348	1.610	1813.702
1616564357.347	1.610	1820.200
1616564387.347	1.608	1827.205
1616564417.352	1.614	1833.603
1616564447.352	1.609	1840.257
1616564477.352	1.611	1846.640
1616564507.352	1.609	1853.303
1616564537.350	1.612	1859.827
1616564567.352	1.609	1866.237
1616564597.347	1.611	1872.810
1616564627.352	1.613	1879.317
1616564657.350	1.609	1885.955
1616564687.348	1.609	1892.407
1616564717.350	1.611	1898.853
1616564747.352	1.612	1905.377
1616564777.345	1.608	1911.593
1616564807.350	1.612	1917.842
1616564837.354	1.612	1924.552
1616564867.350	1.610	1931.137
1616564897.351	1.614	1937.935
1616564927.346	1.609	1944.240
1616564957.347	1.609	1950.245
1616564987.352	1.609	1956.855
1616565017.347	1.609	1963.735
1616565047.347	1.609	1969.960
1616565077.353	1.613	1976.035
1616565107.346	1.610	1982.548
1616565137.353	1.611	1989.278
1616565167.349	1.611	1995.833
1616565197.351	1.611	2002.355
1616565227.350	1.611	2009.007
1616565257.352	1.612	2015.285
1616565287.349	1.609	2021.817
1616565317.351	1.609	2028.153
1616565347.352	1.613	2034.523
1616565377.347	1.607	2041.118
1616565407.351	1.611	2047.582
1616565437.351	1.612	2054.095
1616565467.350	1.610	2060.725
1616565497.349	1.609	2066.712
1616565527.351	1.611	2073.432
1616565557.350	1.609	2079.988
1616565587.349	1.609	2086.188
1616565617.349	1.608	2093.082
1616565647.348	1.611	2099.442
1616565677.352	1.611	2106.093
1616565707.349	1.611	2112.937
1616565737.350	1.611	2119.042
1616565767.346	1.609	2125.940
1616565797.346	1.609	2132.235
1616565827.349	1.611	2138.947
1616565857.351	1.609	2145.463
1616565887.350	1.611	2151.988
1616565917.348	1.610	2158.315
1616565947.354	1.611	2164.632
1616565977.352	1.611	2171.480
1616566007.350	1.609	2178.108
1616566037.349	1.608	2184.610
1616566067.352	1.612	2190.957
1616566097.355	1.613	2197.658
1616566127.349	1.611	2203.762
1616566157.348	1.608	2210.465
1616566187.347	1.609	2216.865
1616566217.354	1.611	2223.195
1616566247.351	1.611	2229.690
1616566277.346	1.609	2236.042
1616566307.348	1.611	2242.447
1616566337.348	1.607	2249.350
1616566367.352	1.612	2255.825
1616566397.350	1.609	2262.033
1616566427.348	1.609	2268.630
1616566457.351	1.612	2275.247
1616566487.351	1.609	2281.797
1616566517.349	1.608	2288.253
1616566547.349	1.612	2294.107
1616566577.352	1.609	2300.618
1616566607.351	1.612	2307.102
1616566637.352	1.608	2313.597
1616566667.350	1.610	2320.013
1616566697.348	1.609	2326.263
1616566727.353	1.614	2333.207
1616566757.345	1.608	2339.597
1616566787.351	1.609	2346.182
1616566817.353	1.608	2352.372
1616566847.351	1.611	2358.938
1616566877.347	1.609	2365.368
1616566907.350	1.610	2371.608
1616566937.350	1.608	2378.130
1616566967.351	1.609	2384.870
1616566997.353	1.612	2390.845
1616567027.353	1.613	2397.558
1616567057.350	1.612	2403.980
1616567087.350	1.611	2410.333
1616567117.354	1.612	2416.328
1616567147.349	1.608	2422.957
1616567177.352	1.611	2429.322
1616567207.350	1.608	2435.720
1616567237.352	1.610	2442.260
1616567267.346	1.607	2448.317
1616567297.349	1.611	2454.812
1616567327.351	1.609	2461.223
1616567357.354	1.612	2467.780
1616567387.352	1.612	2474.423
1616567417.352	1.612	2481.018
1616567447.349	1.608	2487.088
1616567477.353	1.612	2493.520
1616567507.352	1.609	2500.080
1616567537.350	1.611	2506.457
1616567567.351	1.610	2513.245
1616567597.354	1.612	2519.685
1616567627.348	1.609	2525.865
1616567657.349	1.609	2532.388
1616567687.351	1.611	2538.932
1616567717.349	1.608	2545.267
1616567747.352	1.613	2551.510
1616567777.352	1.611	2557.458
1616567807.351	1.611	2564.325
1616567837.349	1.608	2570.617
1616567867.350	1.609	2576.748
1616567897.349	1.610	2582.967
1616567927.349	1.610	2589.895
1616567957.348	1.608	2596.298
1616567987.351	1.611	2602.860
1616568017.346	1.607	2609.065
1616568047.353	1.610	2615.643
1616568077.350	1.610	2622.162
1616568107.350	1.611	2628.597
1616568137.347	1.608	2634.838
1616568167.352	1.610	2641.072
1616568197.350	1.609	2647.387
1616568227.349	1.609	2653.345
1616568257.349	1.610	2660.027
1616568287.347	1.610	2666.552
1616568317.345	1.607	2672.980
1616568347.348	1.611	2679.388
1616568377.348	1.607	2684.908
1616568407.351	1.612	2691.120
1616568437.347	1.607	2697.553
1616568467.351	1.611	2704.362
1616568497.347	1.608	2711.273
1616568527.351	1.611	2717.867
1616568557.350	1.606	2724.092
1616568587.348	1.609	2730.293
1616568617.350	1.610	2737.013
1616568647.352	1.611	2744.020
1616568677.354	1.613	2750.823
1616568707.349	1.608	2757.010
1616568737.350	1.609	2763.277
1616568767.349	1.612	2769.465
1616568797.353	1.611	2775.922
1616568827.349	1.608	2782.498
1616568857.352	1.611	2788.697
1616568887.347	1.608	2795.448
1616568917.350	1.611	2801.873
1616568947.347	1.608	2808.060
1616568977.349	1.610	2813.917
1616569007.352	1.611	2820.315
1616569037.349	1.607	2826.335
1616569067.351	1.611	2832.747
1616569097.350	1.609	2839.572
1616569127.351	1.611	2846.188
1616569157.350	1.608	2852.340
1616569187.353	1.614	2858.638
1616569217.351	1.609	2864.815
1616569247.352	1.612	2870.387
1616569277.350	1.608	2876.348
1616569307.351	1.612	2883.007
1616569337.347	1.608	2889.090
1616569367.351	1.612	2894.235
1616569397.348	1.609	2899.888
1616569427.351	1.612	2905.908
1616569457.348	1.609	2911.318
1616569487.347	1.608	2915.453
1616569517.353	1.611	2919.805
1616569547.351	1.612	2924.380
1616569577.348	1.609	2928.162
1616569607.346	1.607	2932.213
1616569637.347	1.607	2936.108
1616569667.346	1.608	2940.273
1616569697.351	1.611	2943.758
1616569727.347	1.608	2947.465
1616569757.352	1.609	2951.065
1616569787.352	1.611	2954.297
1616569817.348	1.607	2957.385
1616569847.356	1.613	2960.503
1616569877.350	1.611	2963.387
1616569907.347	1.607	2966.960
1616569937.354	1.611	2970.488
